,Location,Latitude,Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
224,"Alexandria, Fairfax (22306)",38.757214,-77.08666,Quickfire Hibachi & Sushi,38.74815321123899,-77.0835506138257,Japanese Restaurant
225,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,Sonic Drive-In,37.1346012298137,-80.4127700533626,Fast Food Restaurant
226,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,Kroger,37.1360548,-80.4120159,Supermarket
227,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,Christiansburg Aquatic Center,37.13792490154419,-80.41204495875964,Pool
228,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,CVS pharmacy,37.13660209057462,-80.41455541386853,Pharmacy
229,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,The Summit,37.130236,-80.411784,American Restaurant
230,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,Starbucks,37.136187045731525,-80.41194536903383,Coffee Shop
231,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,Mockingbird Cafe & Bakery,37.12931,-80.408503,Bakery
232,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,Gardners Frozen Treats,37.13030759982505,-80.3980413271457,Ice Cream Shop
233,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,Christiansburg Recreation Center,37.151932599877796,-80.4152841313751,Gym
234,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,Pizza Inn,37.13208174706534,-80.41238326895899,Pizza Place
235,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,Kroger Fuel Center,37.136457568737875,-80.41326620915942,Gas Station
236,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,Wades Foods,37.131100308885124,-80.39724943615728,Grocery Store
237,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,Macado's Restaurant & Bar,37.129455087038615,-80.40980767861956,American Restaurant
238,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,Dairy Queen Grill & Chill,37.14177017359028,-80.41568882301368,Ice Cream Shop
239,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,Redbox,37.13618850708008,-80.41200256347656,Video Store
240,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,Amelia's Pizzeria & Restaurant,37.14436332428504,-80.40529807608213,Italian Restaurant
241,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,SUBWAY,37.13054,-80.410159,Sandwich Place
242,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,Papa John's Pizza,37.128995,-80.408226,Pizza Place
243,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,Country Kitchen,37.12669366219947,-80.43001201603138,Southern / Soul Food Restaurant
244,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,Hardee's,37.130055,-80.40522,Fast Food Restaurant
245,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,Waffle House,37.148602,-80.416027,Breakfast Spot
246,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,Dollar General,37.12750378181339,-80.41043532218954,Discount Store
247,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,Family Dollar,37.126020000000004,-80.412389,Discount Store
248,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,McDonald's,37.1506542148186,-80.4140545503924,Fast Food Restaurant
249,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,Food Lion Grocery Store,37.1500468169103,-80.41655576486463,Supermarket
250,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,Little Caesars Pizza,37.150145,-80.416924,Pizza Place
251,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,FedEx Ship Center,37.129848,-80.401253,Shipping Store
252,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,Little River Pool And Spa,37.141199,-80.415745,Sporting Goods Shop
253,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,BP,37.13168,-80.392721,Gas Station
254,"Christiansburg, Montgomery (24073)",37.136013,-80.41222,TPI Construction Management,37.14732,-80.40154,Construction & Landscaping
255,"Goshen, Rockbridge (24439)",37.997778,-79.48004,BP,37.987359000000005,-79.49543800000001,Gas Station
256,"Goshen, Rockbridge (24439)",37.997778,-79.48004,BG's,37.988245,-79.497925,American Restaurant
257,"Weems, Lancaster (22576)",37.680124,-76.44242,The Tides Inn,37.6643693,-76.4328218,Resort
258,"Weems, Lancaster (22576)",37.680124,-76.44242,Historic Christ Church,37.680673999999996,-76.423327,History Museum
259,"Weems, Lancaster (22576)",37.680124,-76.44242,Fish Hawk At The Tides Inn,37.664707,-76.43364,Seafood Restaurant
260,"Weems, Lancaster (22576)",37.680124,-76.44242,Chesapeake Restaurant,37.664240173414676,-76.43285304307938,Seafood Restaurant
261,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,The Organic Butcher of McLean,38.9336280822754,-77.1757965087891,Butcher
262,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,Eclips Salon Day Spa,38.931175,-77.1738209,Salon / Barbershop
263,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,Miyagi,38.93481462615397,-77.1768494043221,Sushi Restaurant
264,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,Balducci's Food Lover's Market,38.93106396309652,-77.17428758312906,Grocery Store
265,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,Sweet Leaf,38.93715846521574,-77.17528865454278,Café
266,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,CAVA,38.9315677,-77.1785549,Mediterranean Restaurant
267,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,Total Wine & More,38.9311377,-77.1793213,Wine Shop
268,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,Tachibana Japanese Restaurant,38.932684639854585,-77.17603061795123,Sushi Restaurant
269,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,Kazan Restaurant,38.93328404462052,-77.17957093536945,Turkish Restaurant
270,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,Assaggi Osteria,38.93109526871961,-77.17340882951612,Italian Restaurant
271,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,Star Nut Gourmet,38.93253205937592,-77.17826554917035,Café
272,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,Robeks Fresh Juices & Smoothies,38.931803,-77.17426,Smoothie Shop
273,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,Esaan,38.939724,-77.175692,Thai Restaurant
274,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,Masala Indian Cusine,38.93586099258206,-77.17634732665935,Indian Restaurant
275,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,McLean Racquet & Health Club,38.93187947574422,-77.18165324438903,Gym / Fitness Center
276,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,Salon Daniel,38.934748408708906,-77.179538242318,Salon / Barbershop
277,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,Pulcinella: The Italian Host,38.935507726268106,-77.18152272896627,Italian Restaurant
278,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,J. Gilbert's Wood-Fired Steaks & Seafood,38.937036009425114,-77.18425070556471,Steakhouse
279,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,Santini's New York Style Deli,38.93243303446734,-77.17895738030423,Deli / Bodega
280,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,Pasa Thai,38.9404254683472,-77.17605461361936,Thai Restaurant
281,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,Greenberry's Coffee & Tea,38.93414879262779,-77.18082103848701,Coffee Shop
282,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,Clemyjontri Park,38.9448863294652,-77.15699711985054,Playground
283,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,Orangetheory Fitness,38.93097488883498,-77.17321233985317,Gym / Fitness Center
284,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,Greek Taverna,38.9345795256857,-77.17943980747977,Greek Restaurant
285,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,Sweetbites Cafe & Bakery,38.936127,-77.180946,Bakery
286,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,Dal Grano,38.93625004158792,-77.17616572242446,Bistro
287,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,Amoo's Kabob,38.921092645802915,-77.15282118893253,Persian Restaurant
288,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,Ichiban Sushi,38.93454188192061,-77.17989778022292,Sushi Restaurant
289,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,Giant Food,38.9327885,-77.1801518,Grocery Store
290,"Mc Lean, Fairfax (22101)",38.93276,-77.1677,Listrani's Italian Gourmet & Pizzeria,38.93435634907428,-77.17797144834887,Pizza Place
291,"Assawoman, Accomack (23302)",37.870022,-75.53554,Gülhane Park,37.867349614282574,-75.52587747573853,Tea Room
292,"Assawoman, Accomack (23302)",37.870022,-75.53554,Red Bank Yacht Basin,37.85429763793945,-75.53361511230469,Harbor / Marina
293,"Assawoman, Accomack (23302)",37.870022,-75.53554,United States Postal Service,37.87992838610728,-75.51890011132173,Post Office
294,"Assawoman, Accomack (23302)",37.870022,-75.53554,Farmers Market,37.87322998568876,-75.55784246062468,Market
295,"Clarksville, Mecklenburg (23927)",36.61665,-78.54018,Occoneechee State Park,36.623807,-78.526967,State / Provincial Park
296,"Clarksville, Mecklenburg (23927)",36.61665,-78.54018,Cooper's Landing,36.621662458949864,-78.56109727618417,American Restaurant
297,"Clarksville, Mecklenburg (23927)",36.61665,-78.54018,The Lamplighter,36.62574172223007,-78.55361084709818,American Restaurant
298,"Clarksville, Mecklenburg (23927)",36.61665,-78.54018,Wells Fargo,36.62547980310692,-78.55483442544931,Bank
299,"Clarksville, Mecklenburg (23927)",36.61665,-78.54018,United States Postal Service,36.6252481,-78.5573577,Post Office
300,"Clarksville, Mecklenburg (23927)",36.61665,-78.54018,McDonald's,36.62635160639363,-78.55454608798027,Fast Food Restaurant
301,"Clarksville, Mecklenburg (23927)",36.61665,-78.54018,Kinderton Country Club,36.611290000000004,-78.549408,Golf Course
302,"Clarksville, Mecklenburg (23927)",36.61665,-78.54018,Kerr Lake Reservoir,36.62247304348644,-78.54996166877861,Lake
303,"Clarksville, Mecklenburg (23927)",36.61665,-78.54018,Occoneechee State Park Campground C,36.62652869088923,-78.5290180846799,Campground
304,"Clarksville, Mecklenburg (23927)",36.61665,-78.54018,Buggs Island Lake,36.627486402843786,-78.55345554214637,Lake
305,"Clarksville, Mecklenburg (23927)",36.61665,-78.54018,The Cottage Barn,36.62551,-78.55570300000001,Arts & Crafts Store
306,"Clarksville, Mecklenburg (23927)",36.61665,-78.54018,Best Western On The Lake,36.62757,-78.554479,Hotel
307,"Pound, Wise (24279)",37.10297,-82.59626,Dollar General,37.118194,-82.598725,Discount Store
308,"Pound, Wise (24279)",37.10297,-82.59626,Foodland,37.11788640024666,-82.59842535079777,Grocery Store
309,"Pound, Wise (24279)",37.10297,-82.59626,Mountain View Motorsprts,37.089743,-82.600733,Motorsports Shop
310,"Galax, Galax City (24333)",36.649548,-80.92683,Macado's,36.66295877896074,-80.92493880976642,American Restaurant
311,"Galax, Galax City (24333)",36.649548,-80.92683,The Galax Smokehouse,36.661992814893445,-80.92453728828247,BBQ Joint
312,"Galax, Galax City (24333)",36.649548,-80.92683,Scoots,36.662111,-80.924754,Burger Joint
313,"Galax, Galax City (24333)",36.649548,-80.92683,Creek Bottom Brews,36.66655510591251,-80.92055916205119,Gourmet Shop
314,"Galax, Galax City (24333)",36.649548,-80.92683,Dollar General,36.649741,-80.919112,Discount Store
315,"Galax, Galax City (24333)",36.649548,-80.92683,Wells Fargo Bank,36.663899743105794,-80.92593938112259,Bank
316,"Galax, Galax City (24333)",36.649548,-80.92683,Hardee's,36.659062,-80.92289,Fast Food Restaurant
317,"Galax, Galax City (24333)",36.649548,-80.92683,Dairy Bar,36.655295,-80.921155,American Restaurant
318,"Galax, Galax City (24333)",36.649548,-80.92683,Creekside Cafe,36.644894523349905,-80.91948029801355,Southern / Soul Food Restaurant
319,"Galax, Galax City (24333)",36.649548,-80.92683,Felt's Park,36.656108,-80.92185,Park
320,"Galax, Galax City (24333)",36.649548,-80.92683,Horton's Supermarket,36.644422999999996,-80.919477,Grocery Store
321,"Galax, Galax City (24333)",36.649548,-80.92683,Rodeway Inn Galax Highway 58,36.664095,-80.925296,Hotel
322,"Galax, Galax City (24333)",36.649548,-80.92683,West Galax,36.65462875366211,-80.93739318847656,Diner
323,"Galax, Galax City (24333)",36.649548,-80.92683,Melany's,36.654577,-80.937513,American Restaurant
324,"Galax, Galax City (24333)",36.649548,-80.92683,The Diner,36.65466,-80.93759,Diner
325,"Galax, Galax City (24333)",36.649548,-80.92683,Stringbean Coffee Shop & Shamrock Tea Room,36.66049044681805,-80.92404084680383,Coffee Shop
326,"Galax, Galax City (24333)",36.649548,-80.92683,The Twisted Fork,36.660872,-80.925168,Italian Restaurant
327,"Galax, Galax City (24333)",36.649548,-80.92683,"Cheryl Davis - Ameriprise Financial Services, Inc.",36.66134044443523,-80.92739582061768,Business Service
328,"Galax, Galax City (24333)",36.649548,-80.92683,Roy's Diamond Center,36.661469,-80.924748,Jewelry Store
329,"Galax, Galax City (24333)",36.649548,-80.92683,Shupe's Heat & Air,36.652521,-80.94176999999999,Construction & Landscaping
330,"Galax, Galax City (24333)",36.649548,-80.92683,Galax Downtown Farmers Market,36.661863000000004,-80.924133,Farmers Market
331,"Galax, Galax City (24333)",36.649548,-80.92683,Chestnut Creek Coffee House,36.662082,-80.92506,Café
332,"Galax, Galax City (24333)",36.649548,-80.92683,Burris Refrigeration & Appliances,36.648862,-80.9462,Other Repair Shop
333,"State Farm, Goochland (23160)",37.733844,-77.888082,"Goochland Recreational Center, Inc",37.73075485229492,-77.89051818847656,Plaza
334,"State Farm, Goochland (23160)",37.733844,-77.888082,Best Buy,37.73867089,-77.90565661,Electronics Store
335,"Beaverdam, Hanover (23015)",37.931011,-77.64296,Beaverdam Depot,37.94122546248293,-77.65410182540349,Historic Site
336,"Beaverdam, Hanover (23015)",37.931011,-77.64296,Beaverdam Train Crossing,37.94136408884661,-77.65469466303847,Platform
337,"Beaverdam, Hanover (23015)",37.931011,-77.64296,Beaverdam Quik-Stop,37.94171563358949,-77.65453416274944,Gas Station
338,"Beaverdam, Hanover (23015)",37.931011,-77.64296,Pop's Country Store,37.942419,-77.655788,Museum
339,"Herndon, Fairfax (20171)",38.931479,-77.40085,Frying Pan Park,38.93662745945937,-77.4091229860204,Farm
340,"Herndon, Fairfax (20171)",38.931479,-77.40085,Super Pho,38.92164325682845,-77.41669408327563,Vietnamese Restaurant
341,"Herndon, Fairfax (20171)",38.931479,-77.40085,Popeyes Louisiana Kitchen,38.921979719656385,-77.4168941312419,Fried Chicken Joint
342,"Herndon, Fairfax (20171)",38.931479,-77.40085,CVS pharmacy,38.921685470020954,-77.41718822031125,Pharmacy
343,"Herndon, Fairfax (20171)",38.931479,-77.40085,Mikaku-Sushi Taro,38.921827,-77.416613,Sushi Restaurant
344,"Herndon, Fairfax (20171)",38.931479,-77.40085,Food Lion Grocery Store,38.92163725579716,-77.4151683991334,Supermarket
345,"Herndon, Fairfax (20171)",38.931479,-77.40085,Redbox,38.921833,-77.417504,Video Store
346,"Herndon, Fairfax (20171)",38.931479,-77.40085,Shell,38.9226025,-77.41607449,Gas Station
347,"Herndon, Fairfax (20171)",38.931479,-77.40085,Stratton Woods Park,38.94202020908782,-77.38610705808433,Dog Run
348,"Herndon, Fairfax (20171)",38.931479,-77.40085,Touchdown Deli,38.9337944514626,-77.42315010234502,Deli / Bodega
349,"Herndon, Fairfax (20171)",38.931479,-77.40085,Taco Bell,38.923008,-77.41657,Fast Food Restaurant
350,"Herndon, Fairfax (20171)",38.931479,-77.40085,Tires Plus McClearen Rd,38.923533,-77.415762,Automotive Shop
351,"Herndon, Fairfax (20171)",38.931479,-77.40085,Kidwell Farm,38.93694624521274,-77.40903931247153,Farm
352,"Herndon, Fairfax (20171)",38.931479,-77.40085,Frying Pan Park Farmers Market,38.9374,-77.4091,Farmers Market
353,"Herndon, Fairfax (20171)",38.931479,-77.40085,McLearen Square,38.922041025845424,-77.41663888502349,Shopping Mall
354,"Herndon, Fairfax (20171)",38.931479,-77.40085,Burger King,38.92248350612153,-77.41674186053092,Fast Food Restaurant
355,"Herndon, Fairfax (20171)",38.931479,-77.40085,horsepen stream valley trail,38.92112902712322,-77.3973689552326,Trail
356,"Herndon, Fairfax (20171)",38.931479,-77.40085,Walgreen's Pharmacy,38.92118629721198,-77.39693172930988,Pharmacy
357,"Herndon, Fairfax (20171)",38.931479,-77.40085,Chanab Kabob,38.921346,-77.415612,Middle Eastern Restaurant
358,"Herndon, Fairfax (20171)",38.931479,-77.40085,Asian Garden,38.92162980067044,-77.41649877207061,Asian Restaurant
359,"Herndon, Fairfax (20171)",38.931479,-77.40085,Vocelli Pizza,38.921367823808055,-77.41671973303735,Pizza Place
360,"Herndon, Fairfax (20171)",38.931479,-77.40085,Great Oak Hill Gazebo,38.947968,-77.40071,Park
361,"Herndon, Fairfax (20171)",38.931479,-77.40085,cox cable,38.9214937777099,-77.41914968028584,Office
362,"Fairfax, Fairfax (22035)",38.855715000000004,-77.361633,Coastal Flats,38.85812230730339,-77.3565271319591,Seafood Restaurant
363,"Fairfax, Fairfax (22035)",38.855715000000004,-77.361633,The Red Door Salon & Spa,38.8582564,-77.3569776,Spa
364,"Fairfax, Fairfax (22035)",38.855715000000004,-77.361633,Ruth's Chris Steak House,38.8574465,-77.3589272,Steakhouse
365,"Fairfax, Fairfax (22035)",38.855715000000004,-77.361633,Fairfax Corner,38.85813671483295,-77.35637465080119,Shopping Mall
366,"Fairfax, Fairfax (22035)",38.855715000000004,-77.361633,Ozzie's Good Eats,38.85854557502103,-77.35542089210841,Italian Restaurant
367,"Fairfax, Fairfax (22035)",38.855715000000004,-77.361633,REI,38.8580666,-77.3583014,Sporting Goods Shop
368,"Fairfax, Fairfax (22035)",38.855715000000004,-77.361633,Barnes & Noble,38.85964843025355,-77.36687840707789,Bookstore
369,"Fairfax, Fairfax (22035)",38.855715000000004,-77.361633,Rave Cinemas,38.858532961688404,-77.35662233606658,Movie Theater
370,"Fairfax, Fairfax (22035)",38.855715000000004,-77.361633,Peet's Coffee & Tea,38.857674,-77.358038,Coffee Shop
371,"Fairfax, Fairfax (22035)",38.855715000000004,-77.361633,Ben & Jerry’s,38.8586038447161,-77.355991601944,Ice Cream Shop
372,"Fairfax, Fairfax (22035)",38.855715000000004,-77.361633,Chipotle Mexican Grill,38.8576587874658,-77.3574997508897,Mexican Restaurant
373,"Fairfax, Fairfax (22035)",38.855715000000004,-77.361633,The Cheesecake Factory,38.863314806414365,-77.35797729214174,American Restaurant
374,"Fairfax, Fairfax (22035)",38.855715000000004,-77.361633,Potbelly Sandwich Shop,38.85871361627346,-77.3559948736081,Sandwich Place
375,"Fairfax, Fairfax (22035)",38.855715000000004,-77.361633,Brio Tuscan Grille,38.86334348963201,-77.35774252278703,Italian Restaurant
376,"Fairfax, Fairfax (22035)",38.855715000000004,-77.361633,Texas de Brazil,38.863109270552236,-77.35735267282935,Brazilian Restaurant
